Geneid	CaBR1	CaBR2	CaOLBR1	CaOLBR2	CaMeOH1	CaMeOH2	o2_12_19_br1_1	o2_12_19_br1_2	o2_12_19_br1	o2_12_19_br3_1	o2_12_19_br3_2	o2_12_19_br3	o2_12_19_mc2	o2_12_19_mc2_1	o2_12_19_mc2_2	o2_12_19_mc3_2	o2_12_19_mc3_1	o2_12_19_mc3	no_o2_12_21_br3_2	no_o2_12_21_br3_1	no_o2_12_21_br3	no_o2_12_21_mc11_2	no_o2_12_21_mc11_1	no_o2_12_21_mc11	no_o2_12_21_mc12_2	no_o2_12_21_mc12_1	no_o2_12_21_mc12	no_o2_12_22_br3	no_o2_12_22_br3_1	lowO2_br1	LaBR1	LaBR2	LaOLBR1	LaOLBR2	LaMeOH1	LaMeOH2	br_1	br_2	br_3	br_4	dup_exp_1	dup_exp_2	dup_exp_3	dup_exp_4
MEALZ_RS08205	659	1780	1299	1738	2390	2154	15	181	808	6	152	1496	108	5	1245	75	4	811	210	12	719	28	1	128	16	5	120	467	209	127	639	1330	1664	1895	2190	1861	391	325	336	455	181	152	210	209
MEALZ_RS08210	253	635	655	915	632	766	6	104	497	6	72	980	70	6	963	54	1	817	135	10	501	6	1	59	6	0	55	402	133	83	336	761	906	980	768	1562	179	135	125	208	104	72	135	133
MEALZ_RS08215	447	1354	1134	1456	1065	948	16	216	834	13	162	1206	96	15	1037	44	4	478	146	12	410	45	5	235	25	2	192	334	150	116	474	1020	1372	1366	1359	1605	365	288	258	313	216	162	146	150
MEALZ_RS08220	93	241	178	239	194	185	4	39	199	0	33	314	28	3	277	9	0	139	38	4	122	8	0	39	7	0	42	83	27	11	133	204	240	275	310	366	60	67	58	44	39	33	38	27
MEALZ_RS08225	431	1121	804	1132	1336	1127	6	141	717	7	109	1230	124	12	1482	72	6	1121	122	12	526	34	1	212	37	2	224	309	109	80	499	1083	1155	1177	1426	2183	198	168	208	216	141	109	122	109
MEALZ_RS08230	827	2457	1702	2306	5267	4990	28	304	1391	22	241	1715	166	21	2477	149	7	1550	296	43	885	93	7	387	51	5	387	800	383	111	1087	1927	1955	2389	4038	3169	337	260	218	263	304	241	296	383
MEALZ_RS08235	431	1443	1144	1338	3368	3597	16	170	965	14	163	1486	91	9	1599	75	4	1052	215	21	745	22	2	139	17	4	141	735	252	71	433	899	1119	1666	2598	1966	205	120	109	148	170	163	215	252
MEALZ_RS08240	85	285	238	325	647	684	3	44	229	4	31	354	16	1	356	16	1	229	60	9	242	8	1	53	10	0	34	179	49	18	128	239	266	332	540	438	58	25	24	46	44	31	60	49
MEALZ_RS08245	208	682	519	619	1062	1196	5	83	477	7	74	833	26	1	522	24	3	337	73	10	343	11	0	73	10	0	68	293	89	18	191	325	528	715	997	928	54	31	30	48	83	74	73	89
MEALZ_RS08255	95	366	329	380	318	295	5	31	235	4	54	442	16	6	299	10	3	199	44	5	201	3	0	59	5	0	45	113	38	21	115	259	344	331	522	887	106	61	75	84	31	54	44	38
MEALZ_RS08260	59	143	103	145	157	152	2	28	103	4	23	141	8	1	142	3	1	72	33	1	113	4	0	18	2	1	17	39	17	10	74	151	125	127	266	371	40	38	21	37	28	23	33	17
MEALZ_RS21760	1054	3277	2196	2760	3955	3313	21	282	1565	21	252	2839	132	10	2250	73	2	1092	254	29	1040	44	6	333	35	1	422	650	197	128	900	1668	2418	2683	4125	3193	606	568	502	518	282	252	254	197
MEALZ_RS08270	58	207	133	152	347	330	2	28	158	1	18	205	5	1	177	4	2	60	14	1	61	7	0	35	2	0	25	63	26	15	61	137	133	161	388	336	37	46	40	24	28	18	14	26
MEALZ_RS08275	543	1760	1143	1293	2399	2155	21	190	1066	16	196	1878	65	5	976	32	1	442	120	9	424	27	4	255	24	2	194	332	114	55	571	963	1216	1358	2690	2919	286	369	323	202	190	196	120	114
MEALZ_RS08280	196	657	461	596	714	619	3	58	345	2	61	477	13	2	241	7	0	96	28	2	111	10	0	80	4	1	50	81	37	18	376	671	530	578	709	641	57	48	49	41	58	61	28	37
MEALZ_RS08285	81	235	157	208	319	298	0	20	94	3	16	206	8	2	159	6	0	93	20	1	103	11	0	82	7	0	62	49	25	12	166	269	180	208	309	276	23	18	31	21	20	16	20	25
MEALZ_RS08290	51	141	108	145	128	117	3	23	105	0	20	162	15	0	204	9	1	164	18	6	96	10	0	78	8	0	69	49	9	9	88	152	104	148	165	164	31	27	20	31	23	20	18	9
MEALZ_RS08295	156	469	350	411	328	288	2	53	236	2	34	483	28	1	459	15	1	290	35	3	185	12	5	125	18	0	84	126	24	17	201	332	395	348	408	610	57	65	43	48	53	34	35	24
MEALZ_RS08300	4077	12059	7698	10009	27829	24428	130	1555	7547	106	1207	12548	381	29	6029	257	22	3308	547	61	2117	76	3	426	65	7	464	2376	928	563	3492	7383	9005	10019	20707	12152	1055	922	921	934	1555	1207	547	928
MEALZ_RS08305	597	1657	1352	1816	1939	1740	24	315	1611	31	268	2699	115	20	1806	75	5	1006	280	42	978	31	0	168	21	4	170	570	259	160	556	1124	1560	1469	2074	1990	511	600	504	560	315	268	280	259
MEALZ_RS08310	413	1036	792	1033	1964	1768	13	168	948	14	133	1663	49	4	770	19	1	281	88	11	396	6	0	59	10	1	73	280	106	101	323	742	918	859	1656	1498	300	282	243	311	168	133	88	106
MEALZ_RS08315	1216	3212	2168	2951	6512	6104	75	638	3341	38	527	5712	207	22	3530	145	16	2455	335	40	1379	269	24	1371	212	18	1587	1419	535	449	1005	2063	2597	2664	4980	3426	1338	1072	1025	1348	638	527	335	535
MEALZ_RS08320	405	977	768	1024	788	658	13	153	554	4	103	579	81	7	584	50	4	313	172	16	360	27	7	112	15	0	128	229	140	100	449	829	987	993	838	894	416	332	310	410	153	103	172	140
MEALZ_RS08325	1647	5435	4572	5718	5600	4918	62	742	3902	40	617	7410	189	19	3208	141	7	1989	281	22	1072	129	8	716	103	7	817	1085	332	290	1218	2630	4926	4866	4952	6047	2088	1594	1436	1993	742	617	281	332
MEALZ_RS08330	83	308	254	318	295	265	3	38	282	4	33	504	10	2	205	5	0	124	21	1	101	4	1	32	3	0	29	65	20	16	73	168	279	246	372	630	92	108	84	73	38	33	21	20
MEALZ_RS08335	420	1147	882	1124	1327	1278	8	114	760	9	92	1433	42	5	895	41	3	503	145	18	570	17	1	117	14	0	150	299	122	81	391	853	1035	1208	1510	1655	199	238	198	203	114	92	145	122
MEALZ_RS08345	841	2206	1626	2073	2092	1826	22	269	1361	14	205	2180	126	6	2103	93	6	1427	216	26	750	33	3	188	32	6	210	555	199	157	817	1598	1804	2139	2259	2960	696	510	478	597	269	205	216	199
MEALZ_RS22655	877	2566	1917	2616	3801	3290	45	525	2666	46	392	4872	146	14	2360	86	5	1322	188	22	882	10	3	83	14	3	110	758	248	215	918	1893	2464	2614	2640	4408	770	533	559	604	525	392	188	248
MEALZ_RS08355	759	2216	2010	2326	2779	2823	21	257	1534	17	218	2833	93	7	1700	46	0	707	201	22	966	15	1	118	8	1	110	669	196	181	628	1460	2215	2548	2559	3312	672	582	496	656	257	218	201	196
MEALZ_RS08360	170	614	470	573	830	891	2	59	375	4	51	610	43	6	627	28	2	382	89	10	372	24	2	147	8	1	146	223	88	51	296	601	532	559	809	808	145	128	88	126	59	51	89	88
MEALZ_RS08365	194	623	433	552	830	842	9	60	300	7	49	533	36	1	619	39	3	365	101	6	337	12	0	97	11	1	96	210	83	66	219	430	511	552	711	658	139	95	115	128	60	49	101	83
MEALZ_RS08370	124	442	334	436	478	509	5	57	266	5	41	359	72	4	843	61	4	551	84	8	244	33	5	140	42	3	171	207	106	66	167	397	384	438	387	357	204	158	121	158	57	41	84	106
MEALZ_RS08375	337	1158	986	1221	1433	1459	7	134	694	10	93	1157	121	15	1771	87	8	1082	156	14	629	32	4	259	27	3	262	449	146	119	387	812	1108	1182	1237	1484	320	289	256	265	134	93	156	146
MEALZ_RS08380	422	1142	869	1085	1955	2063	11	126	570	6	75	837	74	4	1010	41	2	427	196	21	524	11	0	106	13	0	95	468	212	165	472	926	938	1209	1672	1294	230	191	189	182	126	75	196	212
MEALZ_RS08385	733	1407	1418	2177	1486	1725	33	362	867	21	276	556	449	41	1131	288	24	584	484	50	489	165	8	108	112	10	183	564	558	448	904	1485	2070	2207	1584	4268	995	719	800	839	362	276	484	558
MEALZ_RS08390	685	1572	855	1012	984	939	5	77	526	9	72	814	73	8	1071	47	4	643	135	12	461	37	3	205	20	2	199	279	82	66	714	1523	950	1134	1099	1105	274	230	182	244	77	72	135	82
MEALZ_RS08395	595	1340	348	495	504	495	14	120	609	6	93	986	43	4	761	42	1	630	56	5	227	36	4	204	12	2	150	159	55	47	594	1112	516	580	688	933	144	126	102	144	120	93	56	55
MEALZ_RS08400	1888	4059	591	829	1125	893	14	176	945	13	133	1512	48	4	901	28	3	420	67	8	333	7	2	59	5	0	56	171	63	68	2089	4063	829	1256	1499	1372	170	125	125	172	176	133	67	63
MEALZ_RS08405	4571	10026	1147	1541	1984	1766	83	797	3104	49	616	5969	229	14	2507	175	12	2220	207	25	778	21	1	125	22	2	176	554	209	224	4836	10815	1703	2478	2642	3225	588	375	332	468	797	616	207	209
MEALZ_RS21770	1464	3279	148	208	223	141	26	267	1766	17	251	3030	103	8	1819	226	36	3859	122	14	471	21	1	119	17	3	125	149	52	88	1048	2545	298	566	377	796	646	333	243	133	267	251	122	52
MEALZ_RS08415	909	2451	1759	2165	3730	3665	29	281	1333	19	209	2577	169	13	3024	155	10	1949	419	43	1593	144	6	681	68	8	633	1125	405	250	1059	1909	2032	2385	3562	4146	623	478	437	547	281	209	419	405
MEALZ_RS08420	268	873	649	877	763	667	10	109	530	8	85	951	330	31	5491	294	13	4030	495	52	1763	142	7	668	147	14	1137	858	318	98	283	489	767	807	1037	1663	357	196	208	300	109	85	495	318
MEALZ_RS08425	690	1904	1397	1743	2176	2037	24	257	1257	10	250	2133	146	12	2189	94	7	1063	317	28	1134	40	1	199	31	2	225	767	269	171	601	1165	1674	1802	2192	2844	531	401	381	482	257	250	317	269
MEALZ_RS08430	49	201	233	258	179	255	2	21	202	1	26	450	12	1	383	10	1	256	41	5	297	4	1	24	3	0	22	126	49	32	84	192	240	251	316	550	75	57	53	92	21	26	41	49
MEALZ_RS08435	96	195	117	203	215	181	3	32	130	2	21	271	32	0	320	20	1	271	34	3	114	7	1	37	4	1	37	68	36	22	104	228	212	219	270	319	35	50	53	49	32	21	34	36
MEALZ_RS08440	290	860	698	852	822	757	17	208	1019	17	170	1903	42	2	731	31	0	360	118	13	444	16	1	100	6	1	94	269	95	84	244	448	877	804	927	922	208	147	173	307	208	170	118	95
MEALZ_RS08445	113	320	290	298	266	256	5	66	360	5	50	588	25	1	469	23	2	277	68	8	280	16	0	94	9	0	85	123	40	25	133	257	340	304	351	418	111	93	96	161	66	50	68	40
MEALZ_RS08450	438	1345	762	1061	804	708	11	133	565	7	97	986	27	2	489	22	0	308	64	7	255	39	6	172	17	4	149	158	60	64	461	1068	888	858	979	1073	115	57	44	67	133	97	64	60
MEALZ_RS08455	1184	3789	2248	3475	1371	1345	29	340	1651	28	268	3032	34	1	510	19	1	313	82	11	306	36	4	273	23	2	199	228	73	1481	1286	2928	2561	2263	1567	1551	89	70	65	93	340	268	82	73
MEALZ_RS08460	561	1973	1031	1462	761	897	20	186	861	16	166	1628	26	3	404	22	4	313	90	4	346	8	0	65	6	1	70	191	66	1417	487	1244	1066	944	801	660	102	68	80	122	186	166	90	66
MEALZ_RS08470	126	420	318	399	425	438	3	75	317	5	45	527	26	6	304	19	0	189	74	5	203	15	0	84	8	0	61	123	62	39	181	416	408	430	439	459	148	115	99	168	75	45	74	62
MEALZ_RS08475	373	1006	704	915	746	733	13	117	558	10	97	833	43	5	537	29	3	296	128	19	424	15	1	113	13	1	87	249	109	47	475	1007	963	904	973	1102	204	157	151	211	117	97	128	109
MEALZ_RS08480	79	251	193	240	263	282	8	63	273	5	48	404	12	2	162	7	0	105	27	3	154	14	0	78	8	0	40	85	38	17	171	329	223	271	288	364	38	18	19	26	63	48	27	38
MEALZ_RS08485	95	198	159	183	175	268	1	24	189	3	20	301	9	1	165	6	0	110	62	3	254	14	2	82	9	0	45	119	56	12	178	301	214	240	243	321	29	44	28	32	24	20	62	56
MEALZ_RS08490	110	278	187	274	350	579	1	35	195	6	39	360	27	4	378	13	2	231	60	8	236	36	2	281	13	2	192	151	35	18	322	603	245	300	431	540	92	95	79	69	35	39	60	35
MEALZ_RS08500	78	248	178	261	259	1637	6	52	285	6	42	504	18	2	376	10	1	171	85	3	274	15	1	122	11	0	90	171	39	24	163	287	220	277	321	571	82	76	89	102	52	42	85	39
MEALZ_RS08505	15	36	27	30	65	671	0	6	30	1	9	47	3	0	63	3	0	49	13	3	50	14	1	90	6	1	60	35	11	3	98	196	27	41	36	30	17	9	4	9	6	9	13	11
MEALZ_RS08510	29	75	72	80	127	567	0	10	52	0	10	129	9	1	101	6	0	73	11	4	79	30	1	109	5	0	90	47	16	6	163	290	74	95	113	97	22	14	13	12	10	10	11	16
MEALZ_RS08515	27	92	52	61	144	420	2	5	46	2	6	70	3	0	52	0	1	37	14	1	51	7	1	57	13	2	49	36	19	5	81	201	63	88	120	118	16	7	8	14	5	6	14	19
MEALZ_RS08520	17	54	35	39	192	510	1	12	38	0	5	43	5	0	51	2	0	50	7	0	34	6	0	48	4	1	31	38	6	3	55	112	30	47	114	96	12	5	6	3	12	5	7	6
MEALZ_RS08525	90	292	187	256	789	1886	2	29	143	4	21	196	20	4	271	16	2	217	36	7	122	27	1	125	13	1	102	87	46	10	202	389	191	288	499	466	44	27	26	36	29	21	36	46
MEALZ_RS08530	233	737	539	792	719	1160	11	99	425	2	68	829	36	5	628	40	3	516	91	12	389	7	0	63	6	1	43	241	101	53	223	525	655	752	944	1705	180	139	118	173	99	68	91	101
MEALZ_RS08540	320	668	499	687	692	630	5	81	369	3	52	724	23	1	423	21	1	257	93	11	389	5	1	31	3	0	34	225	74	55	248	612	672	709	843	1152	135	92	92	142	81	52	93	74
MEALZ_RS08545	143	482	372	463	447	493	4	50	322	4	40	480	16	1	374	12	3	161	79	7	277	5	0	21	4	0	25	193	53	25	153	299	386	514	724	794	78	70	76	102	50	40	79	53
MEALZ_RS08550	112	326	278	330	269	229	4	36	181	4	23	334	20	3	236	10	0	95	39	9	195	8	1	36	4	0	26	75	21	20	123	304	363	338	435	709	40	38	37	77	36	23	39	21
MEALZ_RS08555	220	656	488	611	638	598	7	75	405	5	56	562	26	5	471	22	0	174	95	7	320	14	1	95	5	3	87	133	60	46	341	707	668	655	1012	1172	195	119	114	169	86	74	94	41
MEALZ_RS08560	85	244	159	216	195	178	4	46	204	3	23	317	19	1	239	11	0	128	62	4	188	3	0	14	1	0	22	76	41	35	95	223	239	224	272	367	107	73	76	84	40	36	41	34
MEALZ_RS08565	66	191	160	236	109	94	0	34	144	0	18	307	9	2	192	11	1	107	36	3	162	6	1	29	5	0	23	61	23	13	91	215	228	232	229	310	70	51	38	50	34	18	36	23
MEALZ_RS08570	89	166	134	221	104	98	8	63	246	9	40	433	25	5	407	11	2	252	62	3	182	10	0	64	4	0	58	109	52	27	149	254	224	210	199	371	64	45	50	100	63	40	62	52
MEALZ_RS08575	108	301	256	293	289	296	11	71	261	3	55	502	44	5	459	19	2	212	63	11	202	8	0	25	7	0	20	129	69	42	122	264	280	288	433	765	100	67	63	97	71	55	63	69
MEALZ_RS08580	138	229	139	264	165	148	3	52	196	4	39	369	13	6	211	2	0	100	26	0	126	6	2	33	5	0	35	83	34	14	117	206	343	238	194	392	75	47	64	77	52	36	26	36
MEALZ_RS08585	64	252	270	300	271	265	10	68	320	4	44	553	21	2	206	8	0	110	44	3	158	6	1	34	3	0	30	114	47	17	98	185	275	282	535	845	76	44	60	81	68	44	44	47
MEALZ_RS08590	125	432	328	365	332	377	3	50	302	3	35	533	27	4	308	9	0	138	69	11	370	5	0	31	3	0	29	153	43	46	160	310	429	428	618	950	88	47	38	70	50	35	69	43
MEALZ_RS08595	113	230	149	273	194	163	5	52	232	5	39	460	22	6	249	13	0	170	95	13	328	6	1	53	3	0	30	158	56	31	99	241	264	249	241	433	98	72	58	93	52	39	95	56
MEALZ_RS08605	29	52	44	58	164	964	0	16	62	0	14	63	9	0	84	3	1	41	25	3	71	21	1	137	12	1	81	52	19	5	143	275	71	78	87	96	20	14	5	17	16	14	25	19
MEALZ_RS08610	62	130	87	118	224	815	1	28	126	3	21	214	11	2	163	6	0	92	14	4	110	8	1	43	3	0	48	62	23	9	103	133	103	116	202	239	38	41	25	31	28	21	14	23
MEALZ_RS08615	294	783	556	726	790	864	8	121	608	9	104	1045	53	3	699	27	0	355	99	9	402	21	0	137	11	0	106	235	112	61	329	680	703	738	949	1139	294	223	235	257	129	98	117	92
MEALZ_RS08620	21	51	27	32	105	269	1	11	45	0	3	54	2	0	45	3	0	24	15	2	40	9	1	58	4	0	29	23	9	10	53	117	35	33	57	90	22	9	10	25	12	3	15	9
MEALZ_RS08625	57	182	135	173	224	337	3	20	106	1	16	190	11	0	177	7	0	148	19	2	119	20	3	164	12	1	108	72	24	13	127	226	144	164	184	184	27	26	20	38	20	16	19	24
MEALZ_RS08630	48	124	99	111	180	205	0	14	83	0	7	141	6	1	147	6	0	84	25	2	82	26	0	112	5	2	97	74	18	6	154	239	123	116	133	135	34	26	16	30	14	7	25	18
MEALZ_RS08635	312	1018	470	609	331	380	9	105	592	12	101	1059	5	2	144	8	1	81	20	2	76	8	0	54	4	1	37	64	23	430	257	553	545	387	260	200	24	15	23	23	105	101	20	23
MEALZ_RS08640	172	617	287	392	284	367	8	55	318	6	64	460	6	1	94	3	0	43	17	2	47	10	1	60	5	0	37	40	18	181	182	412	336	276	273	137	25	12	14	15	55	64	17	18
MEALZ_RS08645	118	534	366	524	370	431	4	83	683	11	82	1147	28	3	593	26	2	413	63	8	307	25	2	135	18	1	148	185	42	23	145	300	369	326	351	209	112	83	77	98	85	74	57	44
MEALZ_RS08650	382	1301	808	987	997	1002	8	123	694	9	84	1129	22	6	489	23	2	313	77	8	317	18	1	116	15	4	119	186	57	28	339	698	922	843	932	564	144	82	83	101	123	84	77	57
MEALZ_RS08655	172	500	212	303	418	363	3	42	196	4	44	327	5	0	96	4	0	58	20	2	68	1	0	17	0	1	13	52	21	11	186	362	266	274	348	186	23	28	36	20	42	44	20	21
MEALZ_RS08660	167	414	157	243	298	285	3	46	174	1	25	231	5	0	64	3	0	41	18	0	46	4	0	18	1	1	13	44	21	5	178	307	235	215	246	131	12	19	19	24	46	25	18	21
MEALZ_RS08665	592	1880	1147	1383	1744	1658	26	250	1650	15	216	2876	33	3	994	60	5	848	103	11	412	28	2	195	30	0	201	329	92	56	576	1230	1195	1326	1604	994	226	186	191	205	250	216	103	92
MEALZ_RS08670	118	461	208	307	373	335	4	46	190	2	43	345	8	0	120	6	1	57	19	1	60	1	0	20	2	0	31	49	19	9	110	199	237	225	359	263	20	24	20	20	46	43	19	19
MEALZ_RS08675	164	529	271	354	311	317	4	70	362	2	56	602	10	1	137	2	0	63	26	2	74	6	0	52	3	0	28	66	16	8	171	358	336	307	381	310	43	23	24	25	70	56	26	16
MEALZ_RS08680	196	698	364	508	424	415	13	90	508	6	93	720	12	2	152	7	1	112	43	4	83	8	0	52	4	0	46	95	38	17	247	522	391	407	489	393	46	28	31	42	90	93	43	38
MEALZ_RS08685	758	1992	1467	2033	1098	979	32	437	2230	41	350	3598	86	7	1249	39	1	540	239	20	754	18	3	77	13	1	113	321	138	190	795	1542	2183	1849	1310	1229	749	496	446	846	437	350	239	138
MEALZ_RS08690	248	841	742	998	437	402	15	188	1282	15	144	2532	47	6	849	20	1	321	82	8	336	6	0	45	3	0	48	176	41	59	215	520	996	791	716	1100	231	153	106	348	188	144	82	41
MEALZ_RS08695	1911	6188	4851	5838	5220	4442	101	1194	6849	95	1072	12442	204	22	3560	105	12	2011	146	18	654	95	12	585	46	6	548	831	271	305	1443	2915	5989	5277	5220	4035	1108	1021	964	930	1194	1072	146	271
MEALZ_RS08700	763	2058	1757	2284	1381	1692	69	679	2842	43	559	4366	411	43	5339	2893	198	31662	802	75	2180	338	25	1212	279	23	1703	1851	819	601	695	1392	2220	2047	2021	4205	1348	787	796	1153	679	559	802	819
MEALZ_RS08705	405	1231	889	1110	1253	1064	7	64	319	3	67	521	38	0	439	22	2	326	103	11	392	16	1	74	13	3	72	240	84	74	388	962	1092	1107	1166	1240	175	116	104	165	64	67	103	84
MEALZ_RS08710	351	1097	785	1066	1068	976	13	69	428	5	90	676	45	9	638	30	1	384	75	8	343	24	2	125	8	3	124	215	87	61	391	937	993	1089	1294	1235	144	86	75	147	69	90	75	87
MEALZ_RS08715	1423	4554	3591	4438	3746	3887	34	369	1878	26	295	2794	238	18	3001	158	11	2358	381	38	1267	62	8	275	36	4	314	1289	500	177	1035	2438	4083	4550	4557	2999	319	233	251	316	369	295	381	500
MEALZ_RS08720	932	2690	2224	2744	2415	2065	8	188	894	13	119	1252	114	11	1426	85	7	938	188	17	573	21	0	131	23	0	168	422	178	99	1005	1944	2443	2648	2917	2328	221	128	124	221	188	119	188	178
MEALZ_RS20975	727	2462	1946	2490	1930	1688	22	273	1360	24	211	2349	78	9	1032	32	3	510	173	19	631	17	0	87	16	0	89	510	185	98	639	1249	2340	2313	2622	2144	276	158	159	211	273	211	173	185
MEALZ_RS23735	19	59	72	80	58	61	0	9	67	0	8	88	4	0	44	1	0	14	1	1	21	0	0	0	0	0	3	25	9	3	13	34	81	70	100	103	9	0	3	2	9	8	1	9
MEALZ_RS08730	598	1900	1520	2025	1633	1448	16	214	1003	12	163	1693	54	2	631	25	3	305	89	10	441	20	2	129	14	1	118	398	151	64	671	1383	1984	1998	2508	2983	191	124	128	161	214	163	89	151
MEALZ_RS08735	265	671	516	782	629	624	10	144	614	9	102	1014	26	3	372	6	0	143	54	3	161	8	0	33	7	0	27	154	56	49	272	569	746	779	1044	1157	86	52	46	75	144	102	54	56
MEALZ_RS08740	501	1577	1251	1564	1090	890	14	144	767	9	156	1239	29	3	437	12	3	172	33	6	188	2	0	45	7	1	23	194	75	40	527	1032	1432	1564	1820	2085	82	54	45	63	144	156	33	75
MEALZ_RS08745	252	598	443	652	358	302	19	193	799	15	119	1303	20	2	359	17	1	175	53	7	189	4	0	31	5	1	38	120	44	44	265	508	679	625	605	727	75	83	71	99	193	119	53	44
MEALZ_RS08750	349	1074	865	1098	485	516	16	230	1132	11	156	1958	41	1	409	14	0	234	39	9	227	22	3	92	9	1	93	224	65	61	353	674	1107	1082	906	1214	116	111	77	125	230	156	39	65
MEALZ_RS08755	285	1054	951	1110	631	607	17	124	604	11	89	969	20	4	379	15	0	177	53	3	183	14	0	67	13	2	65	154	66	49	212	535	1066	1140	1120	1235	112	97	69	95	137	90	53	66
MEALZ_RS08760	102	346	264	338	339	307	5	48	233	7	37	361	9	1	244	7	0	119	34	2	128	2	0	31	4	0	25	73	38	25	101	259	307	307	445	403	59	58	49	51	53	37	34	36
MEALZ_RS08765	144	416	315	434	536	498	4	46	315	3	40	459	9	0	336	7	0	149	38	1	155	4	0	39	6	0	34	120	44	39	166	317	398	434	630	572	80	55	31	74	46	40	38	44
MEALZ_RS22660	56	127	114	154	175	169	1	12	109	2	20	201	5	3	150	6	0	96	19	2	73	10	0	26	5	2	39	44	25	22	51	106	137	171	217	165	48	32	30	50	12	20	19	25
MEALZ_RS08770	465	976	695	955	1062	990	4	109	480	9	71	742	63	6	763	40	4	456	121	18	485	17	2	101	15	0	100	299	131	95	369	774	819	853	1101	1131	284	245	191	319	109	71	121	131
MEALZ_RS08775	479	1128	950	1465	912	851	33	304	1325	15	229	1708	131	12	1551	106	13	968	221	22	678	23	3	141	31	0	127	516	223	131	413	820	1461	1308	1220	1304	563	441	411	586	304	229	221	223
MEALZ_RS08780	517	1189	921	1221	1207	1103	15	212	965	9	156	1545	55	11	1084	36	1	485	129	15	531	16	1	93	9	1	68	295	113	74	469	835	1296	1167	1477	1926	325	246	254	283	212	156	129	113
MEALZ_RS08785	1004	2403	1768	2195	2475	2070	33	423	1833	37	299	3087	62	8	917	24	2	381	80	12	324	19	1	133	10	3	94	298	88	99	796	1468	2228	2059	2663	2257	249	310	301	177	423	299	80	88
MEALZ_RS08790	3590	9370	7013	8620	11813	10759	129	1589	8086	116	1249	12832	193	22	3475	127	14	1703	253	26	1054	58	2	250	37	2	266	1159	439	349	2705	4966	8112	7670	10256	7248	1126	1236	1224	825	1589	1249	253	439
MEALZ_RS08795	1367	2880	2143	3186	3141	2966	54	644	2694	47	411	4155	139	18	1719	75	5	1055	244	27	857	27	2	164	28	0	152	662	324	254	1170	2203	2972	2666	3029	3096	813	764	763	754	644	411	244	324
MEALZ_RS08800	905	2268	1651	2239	1746	1648	32	418	1921	34	275	3368	73	4	1065	31	3	579	115	19	614	25	0	100	13	1	109	422	126	166	848	1420	2210	1881	2069	2337	478	357	379	523	418	275	115	126
MEALZ_RS08805	1221	2669	2109	2830	2168	1999	41	432	2389	31	343	4052	95	7	1456	39	3	682	215	18	868	20	1	133	22	2	116	547	177	271	838	1506	2685	2426	2135	1287	735	570	526	1001	432	343	215	177
MEALZ_RS08810	610	1696	2369	3118	1427	1460	64	704	3081	45	520	5726	42	2	580	37	1	645	96	13	342	11	0	63	7	0	65	190	70	75	591	1113	2911	2620	2085	5746	289	198	169	290	704	520	96	70
MEALZ_RS08815	475	1331	1478	1734	1530	1519	16	205	1044	12	151	1638	44	6	677	20	2	352	92	12	419	13	0	52	6	2	76	187	75	120	438	982	1661	1498	1823	1906	294	270	278	364	205	151	92	75
MEALZ_RS08820	986	2895	2624	3390	2683	2237	34	453	2100	22	329	2819	203	17	2985	145	10	1894	279	31	814	67	5	299	46	4	292	869	361	246	921	1895	3232	3124	2018	1580	856	648	582	949	453	329	279	361
MEALZ_RS08825	754	2031	1694	2110	1873	1786	23	252	1160	17	196	1568	124	24	1593	92	5	916	194	24	497	26	1	109	18	2	137	464	191	168	745	1521	1977	1925	2033	2338	513	435	433	540	252	196	194	191
MEALZ_RS08830	2508	6598	5121	6616	7274	7279	61	851	4309	47	592	6692	502	43	6375	283	18	3792	680	81	2391	73	8	469	129	18	739	2021	863	624	2409	5272	6197	6480	7431	9044	1668	1625	1502	1631	851	592	680	863
MEALZ_RS08835	1362	4274	3774	4864	2771	2399	70	835	4371	67	657	8127	156	19	2311	75	5	1216	197	21	805	7	2	108	27	1	142	688	240	233	873	1996	4484	4118	2941	2357	690	512	461	798	835	657	197	240
MEALZ_RS08840	4960	13604	11048	13777	11425	9636	185	2223	10058	148	1684	14456	446	43	5651	226	12	2671	577	42	1763	70	5	326	46	4	342	1722	690	498	3571	7261	13789	12099	10827	10813	1628	1727	1634	1459	2223	1684	577	690
MEALZ_RS08845	1101	2653	2083	2694	1742	1436	38	503	2299	40	291	4224	88	8	1437	45	1	630	130	7	542	11	1	56	10	1	59	312	120	110	876	1728	2760	2361	2306	2711	475	392	395	444	503	291	130	120
MEALZ_RS08850	617	1404	1094	1470	1094	963	26	319	1332	24	212	1935	70	12	739	22	2	326	106	14	378	5	0	28	6	1	45	243	109	111	546	1141	1519	1388	1358	1611	430	344	370	415	319	212	106	109
MEALZ_RS08855	594	1679	1372	1613	1294	1060	21	207	1055	9	134	1547	113	27	2147	93	8	1584	104	6	386	42	2	222	36	3	297	250	93	64	477	998	1637	1455	1525	1870	271	208	205	236	207	134	104	93
MEALZ_RS08860	3464	9948	8220	10780	7583	7090	120	1615	7960	106	1260	11623	587	51	8592	599	46	7506	559	44	1856	134	6	596	169	27	1030	1718	683	605	2747	5229	10252	8958	8102	10585	2328	1739	1648	2215	1615	1260	559	683
